"file_name","name","details","type","file_descriptor","context","missing","total","proportion"
"CIF","cf010","Age (wks) at 4 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14422,15445,0.933764972483004
"CIF","cf010a","Age (days) at 4 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14422,15445,0.933764972483004
"CIF","cf011","Age (wks) at 8 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14131,15445,0.914923923599871
"CIF","cf012","Age (wks) at 12 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14204,15445,0.919650372288767
"CIF","cf013","Age (wks) at 18 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14262,15445,0.923405632890903
"CIF","cf014","Age (wks) at 25 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14318,15445,0.927031401748139
"CIF","cf015","Age (wks) at 31 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14310,15445,0.926513434768534
"CIF","cf016","Age (wks) at 37 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14364,15445,0.930009711880868
"CIF","cf017","Age (wks) at 43 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14380,15445,0.931045645840078
"CIF","cf018","Age (wks) at 49 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14413,15445,0.933182259630948
"CIF","cf019","Age (wks) at 61 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14452,15445,0.935707348656523
"CIF","cf020a","Month of 4 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14422,15445,0.933764972483004
"CIF","cf021a","Month of 8 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14131,15445,0.914923923599871
"CIF","cf022a","Month of 12 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14204,15445,0.919650372288767
"CIF","cf023a","Month of 18 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14262,15445,0.923405632890903
"CIF","cf024a","Month of 25 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14318,15445,0.927031401748139
"CIF","cf025a","Month of 31 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14310,15445,0.926513434768534
"CIF","cf026a","Month of 37 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14364,15445,0.930009711880868
"CIF","cf027a","Month of 43 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14380,15445,0.931045645840078
"CIF","cf028a","Month of 49 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14413,15445,0.933182259630948
"CIF","cf029aa","Month of 61 mth (1)","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14452,15445,0.935707348656523
"CIF","cf029ab","Month of 61 mth (2)","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",15330,15445,0.992554224668177
"CIF","cf020b","Year of 4 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14422,15445,0.933764972483004
"CIF","cf021b","Year of 8 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14131,15445,0.914923923599871
"CIF","cf022b","Year of 12 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14204,15445,0.919650372288767
"CIF","cf023b","Year of 18 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14262,15445,0.923405632890903
"CIF","cf024b","Year of 25 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14318,15445,0.927031401748139
"CIF","cf025b","Year of 31 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14310,15445,0.926513434768534
"CIF","cf026b","Year of 37 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14364,15445,0.930009711880868
"CIF","cf027b","Year of 43 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14380,15445,0.931045645840078
"CIF","cf028b","Year of 49 mth","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14413,15445,0.933182259630948
"CIF","cf029ba","Year of 61 mth (1)","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",14452,15445,0.935707348656523
"CIF","cf029bb","Year of 61 mth (2)","Child clinic variable names","CIF  Files","CIF  Files. Clinic: Children in Focus. At:  4 weeks  through to  61 months",15330,15445,0.992554224668177
"F10","fd001","Month of visit: F10","Child clinic variable names","F10  Files","F10  Files. Clinic: Focus 10+. At:  10+ years",7894,15445,0.511103917125283
"F10","fd002","Year of visit: F10","Child clinic variable names","F10  Files","F10  Files. Clinic: Focus 10+. At:  10+ years",7894,15445,0.511103917125283
"F10","fd003a","Age (days) at visit: F10","Child clinic variable names","F10  Files","F10  Files. Clinic: Focus 10+. At:  10+ years",7894,15445,0.511103917125283
"F11","fe001","Month of F11+ visit","Child clinic variable names","F11  Files","F11  Files. Clinic: Focus 11+. At:  11+ years",8298,15445,0.537261249595338
"F11","fe002","Year of F11+ visit","Child clinic variable names","F11  Files","F11  Files. Clinic: Focus 11+. At:  11+ years",8298,15445,0.537261249595338
"F11","fe003a","Age (days) at F11+ visit","Child clinic variable names","F11  Files","F11  Files. Clinic: Focus 11+. At:  11+ years",8298,15445,0.537261249595338
"F7","f7001","Month of Focus @ 7 visit","Child clinic variable names","F7  Files","F7  Files. Clinic: Focus @ 7. At:   7 years",7164,15445,0.463839430236322
"F7","f7002","Year of Focus @ 7 visit","Child clinic variable names","F7  Files","F7  Files. Clinic: Focus @ 7. At:   7 years",7164,15445,0.463839430236322
"F7","f7003a","Age (days) at Focus @ 7 visit","Child clinic variable names","F7  Files","F7  Files. Clinic: Focus @ 7. At:   7 years",7164,15445,0.463839430236322
"F8","f8003a","Age (days) at Focus @ 8 visit","Child clinic variable names","F8  Files","F8  Files. Clinic: Focus @ 8. At:   8 years",7965,15445,0.515700874069278
"F9","f9001","Month of F9 visit","Child clinic variable names","F9  Files","F9  Files. Clinic: Focus @ 9. At:   9 years",7727,15445,0.500291356426028
"F9","f9002","Year of F9 visit","Child clinic variable names","F9  Files","F9  Files. Clinic: Focus @ 9. At:   9 years",7727,15445,0.500291356426028
"F9","f9003a","Age (days) at F9 visit","Child clinic variable names","F9  Files","F9  Files. Clinic: Focus @ 9. At:   9 years",7727,15445,0.500291356426028
"F9","f9006a","Age (days) at F9 revisit","Child clinic variable names","F9  Files","F9  Files. Clinic: Focus @ 9. At:   9 years",15249,15445,0.987309808999676
"TF1","ff0010a","Date of attendance - month","Child clinic variable names","TF1  Files","TF1  Files. Clinic:  Teen Focus 1. At:  12.5 years",8617,15445,0.55791518290709
"TF1","ff0010b","Date of attendance - year","Child clinic variable names","TF1  Files","TF1  Files. Clinic:  Teen Focus 1. At:  12.5 years",8617,15445,0.55791518290709
"TF2","fg0010a","VR1: Date of attendance - month: TF2","Child clinic variable names","TF2  Files","TF2  Files. Clinic: Teen Focus 2. At:  13.5 years",9308,15445,0.602654580770476
"TF2","fg0010b","VR1: Date of attendance - year: TF2","Child clinic variable names","TF2  Files","TF2  Files. Clinic: Teen Focus 2. At:  13.5 years",9308,15445,0.602654580770476
"TF3","fh0010a","Date of attendance - month: TF3","Child clinic variable names","TF3  Files","TF3  Files. Clinic:  Teen Focus 3. At:  15.5 years",9940,15445,0.643573972159275
"TF3","fh0010b","Date of attendance - year: TF3","Child clinic variable names","TF3  Files","TF3  Files. Clinic:  Teen Focus 3. At:  15.5 years",9940,15445,0.643573972159275
"N","n9985","DV: Questionnaire completed by...","Mother based Q variable names","N Files","N Files. Questionnaire:  Mother and family. Completed by: Mother. At: 8 years 1 month",7540,15445,0.48818387827776
"N","n9990a","L2: Date of completion of questionnaire - month","Mother based Q variable names","N Files","N Files. Questionnaire:  Mother and family. Completed by: Mother. At: 8 years 1 month",7451,15445,0.482421495629654
"N","n9990b","L2: Date of completion of questionnaire - year","Mother based Q variable names","N Files","N Files. Questionnaire:  Mother and family. Completed by: Mother. At: 8 years 1 month",7451,15445,0.482421495629654
"S","s9985","DV: Questionnaire completed by...","Mother based Q variable names","S Files","S Files. Questionnaire:  Twelve years on. Completed by: Mother. At: 12 years 1 month",8372,15445,0.542052444156685
"S","s9990a","J3: Date of completion of questionnaire - month","Mother based Q variable names","S Files","S Files. Questionnaire:  Twelve years on. Completed by: Mother. At: 12 years 1 month",8317,15445,0.5384914211719
"S","s9990b","J3: Date of completion of questionnaire - year","Mother based Q variable names","S Files","S Files. Questionnaire:  Twelve years on. Completed by: Mother. At: 12 years 1 month",8317,15445,0.5384914211719
"PE","pe001","Form Date","Partner based Q variable names","PE Files","PE Files. Questionnaire: A toddler in the house. Completed by: Partner. At: 1 year 9 months",9221,15445,0.597021689867271
"PP","pp9985","DV: Questionnaire completed by...","Partner based Q variable names","PP Files","PP Files. Questionnaire: Lifestyle and health of partner. Completed by: Partner. At: 11 years 2 months",11804,15445,0.764260278407252
"PP","pp9990a","K2: Date of completion of questionnaire - month","Partner based Q variable names","PP Files","PP Files. Questionnaire: Lifestyle and health of partner. Completed by: Partner. At: 11 years 2 months",11769,15445,0.761994172871479
"PP","pp9990b","K2: Date of completion of questionnaire - year","Partner based Q variable names","PP Files","PP Files. Questionnaire: Lifestyle and health of partner. Completed by: Partner. At: 11 years 2 months",11769,15445,0.761994172871479
"PQ","pq9985","DV: Questionnaire completed by...","Partner based Q variable names","PQ Files","PQ Files. Questionnaire: Partners - about me. Completed by: Partner. At: 12 years 1 month",12144,15445,0.786273875040466
"PQ","pq9989","J2: Respondent lives in the same house as the study child","Partner based Q variable names","PQ Files","PQ Files. Questionnaire: Partners - about me. Completed by: Partner. At: 12 years 1 month",12149,15445,0.786597604402719
"PQ","pq9990a","J3: Date of completion of questionnaire - month","Partner based Q variable names","PQ Files","PQ Files. Questionnaire: Partners - about me. Completed by: Partner. At: 12 years 1 month",12110,15445,0.784072515377145
"PQ","pq9990b","J3: Date of completion of questionnaire - year","Partner based Q variable names","PQ Files","PQ Files. Questionnaire: Partners - about me. Completed by: Partner. At: 12 years 1 month",12110,15445,0.784072515377145
"SABC","sa196a","E2: Date of completion - month","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9108,15445,0.58970540628035
"SABC","sa196b","E2: Date of completion - year","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9108,15445,0.58970540628035
"SABC","sa197a","DV: Age of child at completion in months","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9108,15445,0.58970540628035
"SABC","sa197b","DV: Age of child at completion in weeks","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9108,15445,0.58970540628035
"SABC","sa197c","Assumptions made in calculating child's age at completion","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9108,15445,0.58970540628035
"SABC","sa198a","DV: Age of child at end of school year in months","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9086,15445,0.588280997086436
"SABC","sa198b","DV: Age of child at end of school year in weeks","School based Q variable names","SABC Files","SABC Files. Questionnaire: Combined file of SA.  SB & SC. Completed by: Teacher. At: School year 3",9086,15445,0.588280997086436
"SEFG","se196a","E2mm: Date of completion - month","School based Q variable names","SEFG Files","SEFG Files. Questionnaire: Combined file of SE.  SF & SG. Completed by: Teacher. At: School year 6",7862,15445,0.509032049206863
"SEFG","se196b","E2yy: Date of completion - year","School based Q variable names","SEFG Files","SEFG Files. Questionnaire: Combined file of SE.  SF & SG. Completed by: Teacher. At: School year 6",7862,15445,0.509032049206863
"SEFG","se196c","Assumptions made in cleaning date of completion","School based Q variable names","SEFG Files","SEFG Files. Questionnaire: Combined file of SE.  SF & SG. Completed by: Teacher. At: School year 6",7862,15445,0.509032049206863
"SEFG","se197a","DV: Age of child at completion in months","School based Q variable names","SEFG Files","SEFG Files. Questionnaire: Combined file of SE.  SF & SG. Completed by: Teacher. At: School year 6",7862,15445,0.509032049206863
"SEFG","se197b","DV: Age of child at completion in weeks","School based Q variable names","SEFG Files","SEFG Files. Questionnaire: Combined file of SE.  SF & SG. Completed by: Teacher. At: School year 6",7862,15445,0.509032049206863
