"Dataset","Variable","Details","Counts","Type","Release","Label 1","Label 2","Label 3"
"kv_2a","kv5538","G4i: In past month child has had problems sleeping",7851,"numeric","Current","Quest","Child Based",NA
"kv_2a","kv6555","J6f: Worries interfere with sleep",7851,"numeric","Current","Quest","Child Based",NA
"kv_2a","kv7034","K5d: In past month child found sleeping hard",7851,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb142","Sleeping CH holds breath for a time",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb450","CH has REG sleeping routine at PRES",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb451","NO of HRS CH sleeps each AM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb452","NO of MINS CH sleeps each AM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb453","NO of HRS CH sleeps each PM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb454","NO of MINS CH sleeps each PM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb455","NO of HRS CH sleeps each night",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb456","NO of MINS CH sleeps each night",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb461","Time asleep in am (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb462","Time asleep in pm (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb463","Time asleep at night (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb464","Total time asleep (hrs)",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb465","Total time asleep grouped",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb457","Hour CH goes to sleep in evening",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb458","Min CH goes to sleep in evening",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb483","Where CH sleeps at night",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb484","Where CH sleeps after waking in AM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb492","CH sleeps with duvet at night",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb494","CH sleeps with pillow at night",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb712","CH fussy on waking & going to sleep",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb738","CH sleepy at same time each PM",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb762","CH sleeps & wakes in same position",11478,"numeric","Current","Quest","Child Based",NA
"kb_6d","kb779","CH is bothered by DIFF sleeping place",11478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw1180","A10i: Child breaths through mouth rather than nose when asleep",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw1255","A15f: Frequency, on average, child's sleep was disturbed due to wheezing in the ",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw4061a","D3b: Time child usually goes to sleep on normal school days - hours",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw4061b","D3b: Time child usually goes to sleep on normal school days - minutes",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw4063a","D3d: Time child goes to sleep on weekends - hours",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw4063b","D3d: Time child goes to sleep on weekends - minutes",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw5270","E1zb: Child has taken medicine/pills/drops/ointment for sleeping, past 12 months",7478,"numeric","Current","Quest","Child Based",NA
"kw_r2b","kw5273","E1zb: Frequency that medicine/pills/drops/ointments were taken for sleeping",7478,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc746","Put to sleep with bottle",11067,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc802","CH understands Are you sleepy",11067,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc934","CH understands or says Asleep",11067,"numeric","Current","Quest","Child Based",NA
"kc_5b","kc978","CH head on hands & shuts eyes as asleep",11067,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka172","Baby sleeps with heating on at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka173","Baby sleeps with open window at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka174","Baby sleeps with duvet at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka175","Baby sleeps with electric blanket at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka176","Baby sleeps with pillow at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka177","Baby sleeps in baby nest at night",12344,"numeric","Current","Quest","Child Based",NA
"ka_4c","ka186","Baby wears sleepsuit at night",12344,"numeric","Current","Quest","Child Based",NA
"ks_r1b","ks1265","A10f: Childs sleep disturbed due to wheezing in past year",8331,"numeric","Current","Quest","Child Based",NA
"ks_r1b","ks1370","A19i: Child breathes through mouth not nose when asleep",8331,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg467","E27: How often mother puts child to sleep with a bottle",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg779","DV: Sleepy",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg779a","H13e1: Child says Sleepy",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg779b","H13e2: Child understands Sleepy",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg856","H24d: Child Says Kitty is Asleep",10137,"numeric","Current","Quest","Child Based",NA
"kg_4b","kg856a","DV: Kitty asleep",10137,"numeric","Current","Quest","Child Based",NA
"ke_5c","ke474","FREQ CH put to sleep with bottle",10422,"numeric","Current","Quest","Child Based",NA
"ke_5c","ke599","CH says\understands Sleepy",10422,"numeric","Current","Quest","Child Based",NA
"ke_5c","ke700","CH sleepy same time each evening",10422,"numeric","Current","Quest","Child Based",NA
"ke_5c","ke741","CH pleasant when put down to sleep",10422,"numeric","Current","Quest","Child Based",NA
"ke_5c","ke775","CH same time to sleep after bedtime",10422,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl154","A14f1: Child breathes through mouth when asleep",9521,"numeric","Current","Quest","Child Based",NA
"b_4e","b343","Go off to sleep OK at PRES",13190,"numeric","Current","Quest","Mother",NA
"kl_r1b","kl220","B1: Child has a regular sleeping routine",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl221","B2a: Number of hours sleep child has during the day",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl222a","B2b: Time child goes to sleep in evening - Hour",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl222b","B2b: Time child goes to sleep in evening - Minutes",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl227","B3c: Number of times child has a sleep during a normal day",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl230","B4a1: Where child sleeps when they go to bed at night",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl232","B4a2: Where child sleeps when they wake up in the morning",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl235","B4b1: Child sleeps on own or shares a bed or cot when they go to bed",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl237","B4b2: Child sleeps on own or shares a bed or cot when they wake up",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl240","B4c1: Frequency child sleeps on their back",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl241","B4c2: Frequency child sleeps on their side",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl242","B4c3: Frequency child sleeps on their front",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl245","B4d1: Heating is on all night in room where child sleeps in Winter",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl246","B4d1: Heating is on all night in room where child sleeps in Summer",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl248","B4d2: Heating is on part of night in room where child sleeps in Winter",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl249","B4d2: Heating is on part of night in room where child sleeps in Summer",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl251","B4d3: A window is open at night in room where child sleeps in Winter",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl252","B4d3: A window is open at night in room where child sleeps in Summer",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl254","B4d4: Child sleeps with a duvet in Winter",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl255","B4d4: Child sleeps with a duvet in Summer",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl260","B4d6: Child sleeps with a pillow in Winter",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl261","B4d6: Child sleeps with a pillow in Summer",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl263","B5: Parent's assessment of child's sleep pattern relative to peers",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl267","B6c: Child has regularly had difficulty going to sleep in past year",9521,"numeric","Current","Quest","Child Based",NA
"kl_r1b","kl271","B6g: Child has regularly got up after a few hours sleep in past year",9521,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1190","A9a: Teenager snores during sleep",7159,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1191","A9b: Teenager perspires/sweats a lot during sleep",7159,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1192","A9c: Teenager fidgets a lot during sleep",7159,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1193","A9d: Teenager talks a lot during sleep",7159,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1194","A9e: Teenager has nightmares a lot during sleep",7159,"numeric","Current","Quest","Child Based",NA
"ta_2a","ta1221","A12b: Problems with sleep is the reason teenager has been tired/lacking in energ",7159,"numeric","Current","Quest","Child Based",NA
"n_3a","n6066","G9: Frequency mother has had difficulty sleeping due to unhappiness in the past ",7911,"numeric","Current","Quest","Mother",NA
"e_4e","e363","Fall asleep all right",11710,"numeric","Current","Quest","Mother",NA
"e_4e","e386","Sleeping PROBS due to sadness in past WK",11710,"numeric","Current","Quest","Mother",NA
"e_4e","e504","NO of HRS of sleep at night",11710,"numeric","Current","Quest","Mother",NA
"e_4e","e505","NO of HRS of sleep in day",11710,"numeric","Current","Quest","Mother",NA
"e_4e","e508","Feel getting enough sleep",11710,"numeric","Current","Quest","Mother",NA
"r_r1b","r3009","C1j: Frequency respondent leaks urine while they are asleep",7595,"numeric","Current","Quest","Mother",NA
"r_r1b","r3553","D4d: Respondent has been unable to sleep well as a result of their accident/inju",7595,"numeric","Current","Quest","Mother",NA
"r_r1b","r4016","E15: Frequency respondent has been so unhappy they had difficulty sleeping in pa",7595,"numeric","Current","Quest","Mother",NA
"q_r1b","q2061","B7b: Temperature in room where child sleeps at coldest time of year",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q2080","B9: Number of rooms apart from kitchen for living and sleeping",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q2170","B16c1: Room where child sleeps painted in past year",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q2172","B16c2: Room where child sleeps wallpapered in past year",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q2174","B16c3: New carpet in room where child sleeps in past year",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q2176","B16c4: New furniture in room where child sleeps in past year",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q4120","D1m: Mother used medicine in last 12 months for sleeping",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q4123","D1m1: Frequency mother used medicine 1 for sleeping",8075,"numeric","Current","Quest","Mother",NA
"q_r1b","q4125","D1m2: Frequency mother used medicine 2 for sleeping",8075,"numeric","Current","Quest","Mother",NA
"l_r1b","l2016","B15: Frequency respondent has been so unhappy that have had trouble sleeping in ",8528,"numeric","Current","Quest","Mother",NA
"l_r1b","l3040","C3a: Frequency respondent has taken sleeping pills since study child's 5th birth",8528,"numeric","Current","Quest","Mother",NA
"g_5c","g045","Mum had sleeping pills >CH8MTHs",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g045a","Mum had sleeping pills >CH8MTHs",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g260","Mum goes to sleep alright",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g286","Mum too unhappy to sleep in past week",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g413","No. of  rooms for living or sleeping",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g844","No. Hrs sleep mum has in Avg. night",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g845","No. Hrs sleep mum has on Avg. day",10310,"numeric","Current","Quest","Mother",NA
"g_5c","g847","Mum feels she gets enough sleep",10310,"numeric","Current","Quest","Mother",NA
"f_2b","f060","Sleeping pill use since CH born",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f060a","Taken sleeping pill since birth",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f160","Foreshortened sleep in morning",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f165","Going to sleep alright",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f196","Sleep PROBS from unhappiness in past WK",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f861","REG feed & sleep important for baby",11210,"numeric","Current","Quest","Mother",NA
"f_2b","f882","Getting enough sleep",11210,"numeric","Current","Quest","Mother",NA
"k_r1b","k1040","A3a: Frequency mother had sleeping pills in past year",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k3015","C16: Frequency mother can go to sleep all right",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k3036","C30: Mother has been so unhappy that she had difficulty sleeping in past week",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k5070","E8: Number of rooms apart from kitchen mother has for living/sleeping",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k6230","F15a: Sleep mother gets on an average night, hours",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k6231","F15b: Sleep mother gets on an average day, hours",8975,"numeric","Current","Quest","Mother",NA
"k_r1b","k6232","F15c: Mother feels she gets enough sleep",8975,"numeric","Current","Quest","Mother",NA
"c_8a","c096","MEDTN for sleeping disorder in last 3MTHS",12418,"numeric","Current","Quest","Mother",NA
"c_8a","c133","FREQ  of sleeping pill use in last 3MTHS",12418,"numeric","Current","Quest","Mother",NA
"c_8a","c565","Go off to sleep OK at PRES",12418,"numeric","Current","Quest","Mother",NA
"c_8a","c596","Sleeping PROB due to sadness in past WK",12418,"numeric","Current","Quest","Mother",NA
"c_8a","c811","REG feed & sleep important for baby",12418,"numeric","Current","Quest","Mother",NA
"p_r1b","p1050","A3a: Frequency mother has taken sleeping pills in last 2 years",7982,"numeric","Current","Quest","Mother",NA
"p_r1b","p5019","E20: When mother has to make a decision she 'sleeps on it' before she decides",7982,"numeric","Current","Quest","Mother",NA
"p_r1b","p5041","E42: When trying to fall asleep mother often notices that her muscles are really",7982,"numeric","Current","Quest","Mother",NA
"p_r1b","p5065","E66: It is easy for mother to regain lost sleep",7982,"numeric","Current","Quest","Mother",NA
"h_6d","h035","A3a: Frequency Mum has taken sleeping pills since study child was 18 months old",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h035a","DV: Frequency Mum has taken sleeping pills since study child was 18 months old, ",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h170","D16: Mother goes to sleep all right",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h196","D30: Mother has been so unhappy she has had difficulty sleeping in the past week",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h744","J17a: Mums average night sleep",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h745","J17b: Mums average daytime sleep",9638,"numeric","Current","Quest","Mother",NA
"h_6d","h746","J17c: Mum feels getting enough sleep",9638,"numeric","Current","Quest","Mother",NA
"m_2a","m1053","A4d: Result of accident: Unable to sleep well",8326,"numeric","Current","Quest","Mother",NA
"m_2a","m2070","B8: No. rooms available for living/sleeping",8326,"numeric","Current","Quest","Mother",NA
"m_2a","m5200","E13a: Amount of sleep mother gets during average night",8326,"numeric","Current","Quest","Mother",NA
"m_2a","m5201","E13b: Amount of sleep mother gets during average day",8326,"numeric","Current","Quest","Mother",NA
"m_2a","m5202","E13c: Mother feels she is getting enough sleep",8326,"numeric","Current","Quest","Mother",NA
"t_1c","t3246","D30: Respondent has been so unhappy that they have had difficulty sleeping in pa",4175,"numeric","Current","Quest","Mother",NA
"t_1c","t5400","E59a: Frequency respondent taken sleeping pills in last two years",4175,"numeric","Current","Quest","Mother",NA
"b_4e","b112","Medication for sleeping PROB this PREG",13190,"numeric","Current","Quest","Mother",NA
"b_4e","b113","Medication for sleeping in 1st 3 months",13190,"numeric","Current","Quest","Mother",NA
"b_4e","b173","FREQ of sleeping tablet use this PREG",13190,"numeric","Current","Quest","Mother",NA
"ccs_r1b","ccs5044","I5e: Frequency in the last 12 months YP's sleep has been disturbed because of wh",5126,"numeric","Current","Quest","Child Completed",NA
"u_1a","U0130","B13a: Frequency respondent leaks urine whilst asleep",4471,"numeric","Current","Quest","Mother",NA
"s_r1a","s4120","D1m: Mother has taken medication for sleeping in the past 12 months",7051,"numeric","Current","Quest","Mother",NA
"s_r1a","s4123","D1m1: Frequency mother took medication 1 for sleeping in the past 12 months",7051,"numeric","Current","Quest","Mother",NA
"s_r1a","s4125","D1m2: Frequency mother took medication 2 for sleeping in the past 12 months",7051,"numeric","Current","Quest","Mother",NA
"j_5a","j040","MUM took Sleeping Pills >1 YR",9501,"numeric","Current","Quest","Mother",NA
"j_5a","j040a","MUM Took Sleeping Pills >1 YR  y/n",9501,"numeric","Current","Quest","Mother",NA
"ph_r1b","ph1040","A3a: Frequency in the past year respondent has taken sleeping pills",4522,"numeric","Current","Quest","Partner",NA
"ph_r1b","ph3015","C16: Frequency respondent can go to sleep alright",4522,"numeric","Current","Quest","Partner",NA
"ph_r1b","ph6230","E12a: Number of hours sleep respondent gets during an average night",4522,"numeric","Current","Quest","Partner",NA
"ph_r1b","ph6231","E12b: Number of hours sleep respondent gets during an average day",4522,"numeric","Current","Quest","Partner",NA
"ph_r1b","ph6232","E12c: Respondent feels that they get enough sleep",4522,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk1053","A4d: Partner was unable to sleep well as a result of an accident since study chi",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk2070","B8: Number of rooms partner's home has for living and sleeping",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk2170","B16c1: The room the study child sleeps in was painted in the past year",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk2172","B16c2: The room the study child sleeps in was wallpapered in the past year",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk2174","B16c3: The room the study child sleeps in had new carpet in the past year",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk2176","B16c4: The room the study child sleeps in had new furniture in the past year",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk5200","E13a: Number of hours sleep partner has during an average night",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk5201","E13b: Number of hours sleep partner has during an average day",4036,"numeric","Current","Quest","Partner",NA
"pk_r1b","pk5202","E13c: Partner is getting enough sleep",4036,"numeric","Current","Quest","Partner",NA
"pd_7b","pd060","Used Sleeping Pills Since Baby Born",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd060a","Taken sleeping pill since birth",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd165","Can Get to Sleep Alright",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd196","Past WK: Unhappy So Had Diff Sleeping",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd700","Hours Sleep During Avg Night",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd701","Hours Sleep During Avg Day",7099,"numeric","Current","Quest","Partner",NA
"pd_7b","pd702","Feel Getting Enough Sleep",7099,"numeric","Current","Quest","Partner",NA
"pb_4a","pb225","Go off to asleep OK at PRES",9957,"numeric","Current","Quest","Partner",NA
"pb_4a","pb256","Sleeping PROB due to sadness in past WK",9957,"numeric","Current","Quest","Partner",NA
"pb_4a","pb561","REG food & sleep important for baby",9957,"numeric","Current","Quest","Partner",NA
"pm_r1b","pm1050","A3a: Frequency father has taken sleeping pills in last 2 years",3664,"numeric","Current","Quest","Partner",NA
"pm_r1b","pm5019","E20: When father has to make a decision he 'sleeps on it' before he decides",3664,"numeric","Current","Quest","Partner",NA
"pm_r1b","pm5041","E42: When trying to fall asleep Father often notices that his muscles are really",3664,"numeric","Current","Quest","Partner",NA
"pm_r1b","pm5065","E66: It is easy for father to regain lost sleep",3664,"numeric","Current","Quest","Partner",NA
"pp_r1b","pp3009","C1j: Frequency respondent leaks urine while they are asleep",3639,"numeric","Current","Quest","Partner",NA
"pp_r1b","pp3553","D4d: Respondent has been unable to sleep well as a result of their accident/inju",3639,"numeric","Current","Quest","Partner",NA
"pp_r1b","pp4016","E15: Frequency respondent has been so unhappy they had difficulty sleeping in pa",3639,"numeric","Current","Quest","Partner",NA
"pc_2b","pc075","Fall asleep alright",8350,"numeric","Current","Quest","Partner",NA
"pc_2b","pc098","Sleeping difficulties due to sadness",8350,"numeric","Current","Quest","Partner",NA
"pc_2b","pc353","NO of HRS sleep at night",8350,"numeric","Current","Quest","Partner",NA
"pc_2b","pc354","NO of HRS sleep in day",8350,"numeric","Current","Quest","Partner",NA
"pc_2b","pc355","PTNR getting enough sleep",8350,"numeric","Current","Quest","Partner",NA
"pe_3c","pe060","Taken Sleeping Pills CH > 8 Months",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe060a","Taken Sleeping Pills Y/N",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe255","Able to Sleep Alright",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe286","So Unhappy Have Difficulty Sleeping",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe470","How Much Sleep Average Night",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe471","How Much Sleep Average Day",6153,"numeric","Current","Quest","Partner",NA
"pe_3c","pe473","Feel Getting Enough Sleep",6153,"numeric","Current","Quest","Partner",NA
"pn_r1b","pn4120","B1m: Respondent has taken medicines for sleeping in the past 12 months",4161,"numeric","Current","Quest","Partner",NA
"pn_r1b","pn4123","B1m1: Frequency respondent has taken named medicine 1 for sleeping in the past 1",4161,"numeric","Current","Quest","Partner",NA
"pn_r1b","pn4125","B1m2: Frequency respondent has taken named medicine 2 for sleeping in the past 1",4161,"numeric","Current","Quest","Partner",NA
"pj_r1a","pj2016","B15: Respondent has been so unhappy they have had trouble sleeping in the past w",4462,"numeric","Current","Quest","Partner",NA
"pj_r1a","pj3040","C3a: Respondent has taken sleeping pills since child's 5th birthday",4462,"numeric","Current","Quest","Partner",NA
"pq_r1a","pq4120","D1m: Partner has used medicine for sleeping in the last 12 months",3297,"numeric","Current","Quest","Partner",NA
"pq_r1a","pq4123","D1m1: Frequency partner used medicine for sleeping in the last 12 months - 1st m",3297,"numeric","Current","Quest","Partner",NA
"pq_r1a","pq4125","D1m2: Frequency partner used medicine for sleeping in the last 12 months - 2nd m",3297,"numeric","Current","Quest","Partner",NA
"pl_r1b","pl6066","G9: Respondent has been so unhappy they have difficulty sleeping",4046,"numeric","Current","Quest","Partner",NA
"pg_r1b","pg1030","A3a: Frequency partner has taken sleeping pills in the past year",5101,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf1030","A3a: Frequency partner has taken sleeping pills since the study child was 18 mon",5452,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf4015","D16: Partner can go to sleep alright",5452,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf4036","D30: Partner has been so unhappy that has had difficulty sleeping",5452,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf7120","G12a: Number of hours sleep partner gets during an average night",5452,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf7121","G12b: Number of hours sleep partner gets during an average day",5452,"numeric","Current","Quest","Partner",NA
"pf_r1a","pf7122","G12c: Partner feels they get enough sleep",5452,"numeric","Current","Quest","Partner",NA
"ccu_2b","CCU2050c","C9a-text: Sleeping pills",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3076","D13d: Over the last three months, number of drinks to pass out or fall asleep wh",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3077","D13di: Over the last three months, number of drinks to pass out or fall asleep w",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3430","D42e: In their life YP has ever used sedatives or sleeping pills (Valium, Rohypn",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3431","D42ei: In the last year YP has tried  sedatives or sleeping pills (Valium, Rohyp",4342,"numeric","Current","Quest","Child Completed",NA
"ccu_2b","CCU3432","D42eii: In the last three months YP has tried sedatives or sleeping pills (Valiu",4342,"numeric","Current","Quest","Child Completed",NA
"ccxf_1a","ccxf1023","A13a: Frequency young woman leaks urine whilst asleep",9587,"numeric","Current","Quest","Child Completed",NA
"ccxf_1a","ccxf1024","A13b: Degree to which leaking urine whilst asleep bothers young woman",9587,"numeric","Current","Quest","Child Completed",NA
"cce_r1c","cce100","A1: Number of people (including study child) who sleep in child's bedroom",8574,"numeric","Current","Quest","Child Completed",NA
"cce_r1c","cce101","A1: Number of people who sleep in child's bedroom if more than 3",8574,"numeric","Current","Quest","Child Completed",NA
"cce_r1c","cce110","A2: Sort of bed child sleeps in",8574,"numeric","Current","Quest","Child Completed",NA
"cce_r1c","cce130","A4: Number of other people who usually sleep in child's bed with child",8574,"numeric","Current","Quest","Child Completed",NA
"cct_1b","cct4003","C14D: Frequency on average respondent's sleep been disturbed due to wheezing",3372,"numeric","Current","Quest","Child Completed",NA
"cct_1b","cct5140","E21E: Drug ever used in life by respondent: sedatives or sleeping pills",3372,"numeric","Current","Quest","Child Completed",NA
"cct_1b","cct5141","E21E1: Drug used in last year by respondent: sedatives or sleeping pills",3372,"numeric","Current","Quest","Child Completed",NA
"cct_1b","cct5142","E21E2: Drug used in last 3 months by respondent: sedatives or sleeping pills",3372,"numeric","Current","Quest","Child Completed",NA
"YPB_r1b","YPB1100","A11: Frequency sleep been disturbed by wheezing in the past 12 months",4022,"numeric","Current","Quest","Child Completed",NA
"YPB_r1b","YPB4455","D45f: In their life respondent ever used sedatives or sleeping pills",4022,"numeric","Current","Quest","Child Completed",NA
"YPB_r1b","YPB4456","D45f1: In last year used sedatives or sleeping pills",4022,"numeric","Current","Quest","Child Completed",NA
"YPB_r1b","YPB4457","D45f2: In last 3 months used sedatives or sleeping pills",4022,"numeric","Current","Quest","Child Completed",NA
"ccp_r1c","ccp526","F3g: Frequency child perspired or sweated during sleep in the last 2 weeks",6905,"numeric","Current","Quest","Child Completed",NA
"ccp_r1c","ccp561","F6b: Frequency child wets soon after they go to sleep",6905,"numeric","Current","Quest","Child Completed",NA
"YPA_r1a","YPA2410","b42a: Experience when in 'high' state: YP needs less sleep",3459,"numeric","Current","Quest","Child Completed",NA
"ccs_r1b","ccs1502","B1c: Frequency YP feels sleepy or drowsy",5126,"numeric","Current","Quest","Child Completed",NA
"ccs_r1b","ccs3536","F4d: Up to the first 5 times YP has alcohol it made them pass out/fall asleep wh",5126,"numeric","Current","Quest","Child Completed",NA
"ccs_r1b","ccs3537","F4d1: Number of drinks it took to make YP pass out/fall asleep when they didn't ",5126,"numeric","Current","Quest","Child Completed",NA
"b_4e","b366","Sleeping PROB due to sadness in past WK",13190,"numeric","Current","Quest","Mother",NA
"ccs_r1b","ccs3537","F4d1: Number of drinks it took to make YP pass out/fall asleep when they didn't ",5126,"numeric","Current","Quest","Child Completed",NA
"tf2_3a","fg4957","SR6a: SRE Teenager has passed out/fell asleep after drinking, first 5 times dran",6141,"numeric","Current","Clinic","Child",NA
"tf2_3a","fg4958","SR6b: SRE Number of drinks it took before passed out/fell asleep after drinking,",6141,"numeric","Current","Clinic","Child",NA
